Time,Title,Rate Limit Remaining,Title_Clean,Sentiment,Sentiment_Score,Topic,Topic_Score,Cluster
Wed Apr  2 16:46:28 2025,"Lithium-ion batteries, particularly in vapes, continue to climb in waste streams | Tiny batteries and ""disposable"" e-cigs remain big risks for waste handlers.",999.0,lithiumion batteries particularly in vapes continue to climb in waste streams  tiny batteries and disposable ecigs remain big risks for waste handlers.,NEGATIVE,0.6967881321907043,gadgets,0.5878715515136719,0
Wed Apr  2 16:46:33 2025,Brain Imaging Plus Virtual Reality Shows Promise for Effectively Managing Cancer Pain,999.0,brain imaging plus virtual reality shows promise for effectively managing cancer pain,POSITIVE,0.7830581068992615,gadgets,0.8404520153999329,3
Wed Apr  2 16:46:38 2025,First therapy chatbot trial yields mental health benefits,999.0,first therapy chatbot trial yields mental health benefits,POSITIVE,0.7384850978851318,software,0.5938290953636169,2
Wed Apr  2 16:46:43 2025,New Zealand banned phones in schools 12 months ago. Here’s what happened,999.0,new zealand banned phones in schools 12 months ago. heres what happened,NEUTRAL,0.5065977573394775,gadgets,0.503160834312439,0
Wed Apr  2 16:46:48 2025,AMD Completes $4.9bn Acquisition Of Hyperscale Server Maker ZT Systems,999.0,amd completes $4.9bn acquisition of hyperscale server maker zt systems,NEUTRAL,0.8644816279411316,hardware,0.6615248918533325,1
Wed Apr  2 16:46:53 2025,Tesla Lost More Than A Third of Its Value in First Quarter,999.0,tesla lost more than a third of its value in first quarter,NEGATIVE,0.8432203531265259,security,0.3694912791252136,0
Wed Apr  2 16:46:58 2025,United To Launch First Flight With Free Starlink Wi-Fi in May,999.0,united to launch first flight with free starlink wifi in may,NEUTRAL,0.61601722240448,gadgets,0.2676191031932831,0
Wed Apr  2 16:47:03 2025,White House says it's 'case closed' on the Signal group chat review,999.0,white house says its case closed on the signal group chat review,NEUTRAL,0.8168855905532837,security,0.4706212282180786,3
Wed Apr  2 16:47:08 2025,Top U.S. Scientists Speak Out against ‘Climate of Fear’ Wrecking U.S. Research,999.0,top u.s. scientists speak out against climate of fear wrecking u.s. research,NEUTRAL,0.5216161012649536,security,0.412917822599411,1
Wed Apr  2 16:47:13 2025,Article: ChatGPT’s new image generator is really good at faking receipts,999.0,article chatgpts new image generator is really good at faking receipts,NEGATIVE,0.4194789826869964,software,0.7977852821350098,1
Wed Apr  2 16:47:18 2025,ChatGPT gained one million new users in an hour today,999.0,chatgpt gained one million new users in an hour today,POSITIVE,0.8492088317871094,software,0.5561588406562805,0
Wed Apr  2 16:47:23 2025,"OpenAI closes $40 billion funding round, largest private tech deal on record",999.0,openai closes $40 billion funding round largest private tech deal on record,POSITIVE,0.5128804445266724,AI,0.4936282634735107,4
Wed Apr  2 16:47:28 2025,DOGE accesses federal payroll system and punishes employees who objected | Report: IT officials who fought DOGE access put on leave and under investigation.,999.0,doge accesses federal payroll system and punishes employees who objected  report it officials who fought doge access put on leave and under investigation.,NEGATIVE,0.7209886908531189,security,0.51948082447052,1
Wed Apr  2 16:47:33 2025,‘We weren’t stuck’: Nasa astronauts tell of space odyssey and reject claims of neglect | Barry Wilmore and Sunita Williams’ story markedly at odds with abandonment narrative painted by Whitehouse.,999.0,we werent stuck nasa astronauts tell of space odyssey and reject claims of neglect  barry wilmore and sunita williams story markedly at odds with abandonment narrative painted by whitehouse.,NEUTRAL,0.6222066879272461,security,0.5352685451507568,1
Wed Apr  2 16:47:38 2025,Top Officials Placed on Leave After Denying DOGE Access to Federal Payroll Systems,999.0,top officials placed on leave after denying doge access to federal payroll systems,NEGATIVE,0.5585324764251709,security,0.7971818447113037,4
Wed Apr  2 16:47:43 2025,"macOS Sequoia 15.4 available now, here’s what’s new",999.0,macos sequoia 15.4 available now heres whats new,NEUTRAL,0.8201037049293518,hardware,0.608585774898529,2
Wed Apr  2 16:47:48 2025,"In breakthrough, Israeli-led team activates dormant bone marrow cells for transplants",999.0,in breakthrough israeliled team activates dormant bone marrow cells for transplants,NEUTRAL,0.6344573497772217,security,0.258360356092453,3
Wed Apr  2 16:47:53 2025,VMware Workstation auto-updates broken after Broadcom URL redirect,999.0,vmware workstation autoupdates broken after broadcom url redirect,NEGATIVE,0.7424581050872803,hardware,0.5558612942695618,4
Wed Apr  2 16:47:58 2025,"Making the Case to Students That Math Is Important, Even When AI Does It All",999.0,making the case to students that math is important even when ai does it all,NEUTRAL,0.5641770958900452,AI,0.9621464610099792,1
Wed Apr  2 16:48:03 2025,Micron confirms memory price hikes as AI and data center demand surges,999.0,micron confirms memory price hikes as ai and data center demand surges,NEUTRAL,0.8289231657981873,AI,0.9209988117218018,1
Wed Apr  2 16:48:08 2025,A Startup Linked to Peter Thiel Wants to Build the “Next Great City” in Greenland,999.0,a startup linked to peter thiel wants to build the next great city in greenland,POSITIVE,0.9252330660820008,AI,0.263195276260376,0
Wed Apr  2 16:48:13 2025,"College students are using AI, but they're conflicted about it",999.0,college students are using ai but theyre conflicted about it,NEUTRAL,0.6113959550857544,AI,0.792982280254364,3
Wed Apr  2 16:48:18 2025,"US attorney general announces federal charges, Texas arrest of Tesla crime suspect. Justice Department will be seeking 20 years in prison",999.0,us attorney general announces federal charges texas arrest of tesla crime suspect. justice department will be seeking 20 years in prison,NEUTRAL,0.6670054197311401,AI,0.5483376383781433,0
Wed Apr  2 16:48:23 2025,Anthropic will begin sweeping offices for hidden devices as it ramps up security,999.0,anthropic will begin sweeping offices for hidden devices as it ramps up security,NEUTRAL,0.8435149788856506,security,0.929429531097412,1
Wed Apr  2 16:48:28 2025,OpenAI plans to release a new 'open' AI language model in the coming months | TechCrunch,999.0,openai plans to release a new open ai language model in the coming months  techcrunch,NEUTRAL,0.7337816953659058,AI,0.7795343399047852,1
Wed Apr  2 16:48:33 2025,Ford Patents A Manual Gear Shifter For EVs,999.0,ford patents a manual gear shifter for evs,NEUTRAL,0.9165555834770204,hardware,0.7980217337608337,3
Wed Apr  2 16:48:38 2025,JPMorgan Just Beat Big Tech to a Quantum Breakthrough,999.0,jpmorgan just beat big tech to a quantum breakthrough,POSITIVE,0.6332579255104065,gadgets,0.3552064299583435,4
Wed Apr  2 16:48:43 2025,"Oracle buried serious data breach from customers, now hacker has it up for sale | Company remains quiet since denying the attack, even after researchers conclude the breach is real",999.0,oracle buried serious data breach from customers now hacker has it up for sale  company remains quiet since denying the attack even after researchers conclude the breach is real,NEGATIVE,0.6874624490737915,security,0.7201960682868958,1
Wed Apr  2 16:48:48 2025,X hit by 2.8 billion profile data leak in alleged insider job,999.0,x hit by 2.8 billion profile data leak in alleged insider job,NEGATIVE,0.5677831172943115,security,0.7155542969703674,0
Wed Apr  2 16:48:53 2025,Tesla car sales in France drop to lowest first-quarter in four years,999.0,tesla car sales in france drop to lowest firstquarter in four years,NEGATIVE,0.7005565166473389,AI,0.3496245741844177,0
Wed Apr  2 16:48:58 2025,Why global tensions are a cybersecurity problem for every business,999.0,why global tensions are a cybersecurity problem for every business,NEGATIVE,0.692206621170044,security,0.9899610877037048,3
Wed Apr  2 16:49:03 2025,Asda's tech separation from Walmart nears £1B as delays mount,999.0,asdas tech separation from walmart nears 1b as delays mount,NEGATIVE,0.5137373805046082,security,0.3272484242916107,4
Wed Apr  2 16:49:08 2025,"Men’s turn: US scientists unveil a hormone-free male birth control pill! | YCT-529, a hormone-free pill developed by US researchers, has shown 99% effectiveness in trials and is now in human testing.",999.0,mens turn us scientists unveil a hormonefree male birth control pill  yct529 a hormonefree pill developed by us researchers has shown 99 effectiveness in trials and is now in human testing.,POSITIVE,0.6618654727935791,security,0.4010213911533355,4
Wed Apr  2 16:49:13 2025,Coin-sized nuclear 3V battery with 50-year lifespan enters mass production | The company plans to launch a more powerful single-watt version this year,999.0,coinsized nuclear 3v battery with 50year lifespan enters mass production  the company plans to launch a more powerful singlewatt version this year,POSITIVE,0.5610755681991577,hardware,0.7219612002372742,0
Wed Apr  2 16:49:18 2025,EV chargers now outnumber gas pumps in California as zero-emission vehicles surge | The state accounts for 30 percent of all new zero-emission vehicle sales nationwide,999.0,ev chargers now outnumber gas pumps in california as zeroemission vehicles surge  the state accounts for 30 percent of all new zeroemission vehicle sales nationwide,NEUTRAL,0.6136914491653442,gadgets,0.6729891896247864,1
Wed Apr  2 16:49:23 2025,NASA astronauts open up about being 'stuck' in space for 9 months,999.0,nasa astronauts open up about being stuck in space for 9 months,NEUTRAL,0.5920414328575134,gadgets,0.273010104894638,1
Wed Apr  2 16:49:28 2025,A stroke survivor speaks again with the help of an experimental brain-computer implant,999.0,a stroke survivor speaks again with the help of an experimental braincomputer implant,NEUTRAL,0.7241031527519226,software,0.2927316427230835,1
Wed Apr  2 16:49:33 2025,"New Microsoft login screens emphasize passkeys and ""passwordless"" authentication",999.0,new microsoft login screens emphasize passkeys and passwordless authentication,NEUTRAL,0.8526829481124878,security,0.5878190994262695,1
Wed Apr  2 16:49:38 2025,OpenAI's new image generator is now available to all users | TechCrunch,999.0,openais new image generator is now available to all users  techcrunch,POSITIVE,0.7626169323921204,software,0.8114103078842163,1
Wed Apr  2 16:49:43 2025,Woman's Brain Implant Turns Her Thoughts Into Speech in Real Time,999.0,womans brain implant turns her thoughts into speech in real time,NEUTRAL,0.8544186353683472,hardware,0.4499541223049164,0
Wed Apr  2 16:49:48 2025,OnlyFans Sued After Two Guys Realized They Might Not Actually Be Talking to Models | A class action complaint claims OnlyFans is allowing fraud on its platform by letting models use agency chat service to talk to fans,999.0,onlyfans sued after two guys realized they might not actually be talking to models  a class action complaint claims onlyfans is allowing fraud on its platform by letting models use agency chat service to talk to fans,NEGATIVE,0.821153461933136,security,0.4689444303512573,3
Wed Apr  2 16:49:53 2025,Crowdsourced DNA Project Says It Will Shut Down to Protect Users from Rising Authoritarianism | The creator said he is worried about the changing political climate circling the globe.,999.0,crowdsourced dna project says it will shut down to protect users from rising authoritarianism  the creator said he is worried about the changing political climate circling the globe.,NEUTRAL,0.5089030265808105,security,0.6763957142829895,0
Wed Apr  2 16:49:58 2025,"World champs of white supremacy — why SA needs online disinformation laws, quick",999.0,world champs of white supremacy  why sa needs online disinformation laws quick,NEGATIVE,0.6091863512992859,security,0.544447660446167,1
Wed Apr  2 16:50:03 2025,"Texas Lawmakers Just Can’t Quit Solar … Manufacturing, That Is | Tariffs or not, Texas is rapidly becoming an epicenter of domestic solar manufacturing in the US, with an assist from overseas investors.",999.0,texas lawmakers just cant quit solar  manufacturing that is  tariffs or not texas is rapidly becoming an epicenter of domestic solar manufacturing in the us with an assist from overseas investors.,NEUTRAL,0.4811064600944519,security,0.3499928116798401,1
Wed Apr  2 16:50:08 2025,Papers and patents are becoming less disruptive over time,999.0,papers and patents are becoming less disruptive over time,NEUTRAL,0.5885993838310242,security,0.5412471294403076,3
Wed Apr  2 16:50:13 2025,Apple backports zero-day patches to older iPhones and Macs,999.0,apple backports zeroday patches to older iphones and macs,NEUTRAL,0.7228959798812866,software,0.56195068359375,1
Wed Apr  2 16:50:18 2025,Vacheron Constantin Has Made the World’s Most Complicated Wristwatch,999.0,vacheron constantin has made the worlds most complicated wristwatch,POSITIVE,0.9167103171348572,hardware,0.6107245087623596,0
Wed Apr  2 16:50:23 2025,Scientists merge two 'impossible' materials into new artificial structure,999.0,scientists merge two impossible materials into new artificial structure,NEUTRAL,0.6762920022010803,AI,0.5721952319145203,0
Wed Apr  2 16:50:28 2025,"We are finally beginning to understand how LLMs work: No, they don't simply predict word after word",999.0,we are finally beginning to understand how llms work no they dont simply predict word after word,NEUTRAL,0.5871615409851074,software,0.5770592093467712,4
Wed Apr  2 16:50:33 2025,Mercedes Weighs Pulling US Entry-Level Cars Over Tariffs,999.0,mercedes weighs pulling us entrylevel cars over tariffs,NEUTRAL,0.6019988059997559,hardware,0.7016471028327942,4
Wed Apr  2 16:50:38 2025,Japan enforces law for swift removal of defamatory online posts,999.0,japan enforces law for swift removal of defamatory online posts,NEUTRAL,0.766144335269928,security,0.4683437645435333,0
Wed Apr  2 16:50:43 2025,Charging electric vehicles 5x faster in subfreezing temps,999.0,charging electric vehicles 5x faster in subfreezing temps,POSITIVE,0.7611103057861328,gadgets,0.5300858020782471,0
Wed Apr  2 16:50:48 2025,The threat of US–centric social media,999.0,the threat of uscentric social media,NEGATIVE,0.4977364838123321,security,0.5371630787849426,1
Wed Apr  2 16:50:53 2025,Artificial Intelligence: A Deadly Love Affair with a Chatbot,999.0,artificial intelligence a deadly love affair with a chatbot,NEUTRAL,0.5337092876434326,AI,0.7177416682243347,2
Wed Apr  2 16:50:58 2025,"NaNoWriMo shut down after AI, content moderation scandals",999.0,nanowrimo shut down after ai content moderation scandals,NEGATIVE,0.640799880027771,AI,0.7041357159614563,4
Wed Apr  2 16:51:03 2025,"With Section 230 Repeal, Dems and Media Offer Trump New Censorship Tools",999.0,with section 230 repeal dems and media offer trump new censorship tools,NEUTRAL,0.585205614566803,gadgets,0.3157692551612854,1
Wed Apr  2 16:51:08 2025,I tried the VR headset that puts domestic abusers in victims’ shoes,999.0,i tried the vr headset that puts domestic abusers in victims shoes,NEGATIVE,0.626401424407959,hardware,0.703480064868927,0
Wed Apr  2 16:51:13 2025,"Starliner’s flight to the space station was far wilder than most of us thought | ""Hey, this is a very precarious situation we're in.""",999.0,starliners flight to the space station was far wilder than most of us thought  hey this is a very precarious situation were in.,NEUTRAL,0.4596792161464691,hardware,0.3292573690414428,0
Wed Apr  2 16:51:18 2025,How Meta’s Upcoming $1000+ Smart Glasses with a Screen Will Work,999.0,how metas upcoming $1000 smart glasses with a screen will work,NEUTRAL,0.6786783933639526,gadgets,0.5152955055236816,1
Wed Apr  2 16:51:23 2025,4chan’s DOGE-inspired April Fools’ prank leaves posters seething,999.0,4chans dogeinspired april fools prank leaves posters seething,NEUTRAL,0.615460991859436,gadgets,0.3295599222183227,2
Wed Apr  2 16:51:28 2025,"Meta loses its AI research head, as billions in investments hang in the balance",999.0,meta loses its ai research head as billions in investments hang in the balance,NEGATIVE,0.5375699996948242,AI,0.8954325914382935,3
Wed Apr  2 16:51:33 2025,Viral Studio Ghibli-style AI images showcase power – and copyright concerns – of ChatGPT update,999.0,viral studio ghiblistyle ai images showcase power  and copyright concerns  of chatgpt update,NEUTRAL,0.7102393507957458,AI,0.5383227467536926,1
Wed Apr  2 16:51:38 2025,Cheap TVs’ incessant advertising reaches troubling new lows,999.0,cheap tvs incessant advertising reaches troubling new lows,NEGATIVE,0.9280730485916138,gadgets,0.4938841462135315,2
Wed Apr  2 16:51:43 2025,"Waltz and staff used Gmail for government communications, officials say",999.0,waltz and staff used gmail for government communications officials say,NEUTRAL,0.8078099489212036,software,0.6218803524971008,1
Wed Apr  2 16:51:48 2025,"BYD Announces Home Solar-Powered Humanoid Robot for $10,000",999.0,byd announces home solarpowered humanoid robot for $10000,NEUTRAL,0.7645780444145203,hardware,0.5180952548980713,3
Wed Apr  2 16:51:53 2025,"Cross-post: I’m a former CIA officer, National Security Council staffer, and diplomat – AMA about Signalgate",999.0,crosspost im a former cia officer national security council staffer and diplomat  ama about signalgate,NEUTRAL,0.8575809597969055,security,0.9127793908119202,2
Wed Apr  2 16:51:58 2025,Intel announces 18A process node has entered risk production — crucial milestone comes as company ramps to Panther Lake chips,999.0,intel announces 18a process node has entered risk production  crucial milestone comes as company ramps to panther lake chips,POSITIVE,0.5115513205528259,security,0.5527588725090027,3
Wed Apr  2 16:52:03 2025,Brain waves become spoken words in AI breakthrough for paralysis,999.0,brain waves become spoken words in ai breakthrough for paralysis,NEUTRAL,0.790837824344635,AI,0.967862904071808,3
Wed Apr  2 16:52:08 2025,"One of Australia’s oldest wind farms turns 20 today, and will live on for another decade",999.0,one of australias oldest wind farms turns 20 today and will live on for another decade,POSITIVE,0.6939939260482788,security,0.3538978695869446,1
Wed Apr  2 16:52:13 2025,"Tech’s big anxiety: fewer jobs, lower pay, more AI",999.0,techs big anxiety fewer jobs lower pay more ai,NEGATIVE,0.6882169246673584,AI,0.3727178573608398,2
Wed Apr  2 16:52:18 2025,"Crosspost: I’m a former CIA officer, National Security Council staffer, and diplomat – AMA about Signalgate",999.0,crosspost im a former cia officer national security council staffer and diplomat  ama about signalgate,NEUTRAL,0.8575809597969055,security,0.9127793908119202,2
Wed Apr  2 16:52:23 2025,Former Sony Exec Says It's About Time For PlayStation to Reconsider Its Focus on Cutting-Edge Graphics,999.0,former sony exec says its about time for playstation to reconsider its focus on cuttingedge graphics,NEUTRAL,0.78330397605896,hardware,0.4076648950576782,3
Wed Apr  2 16:52:28 2025,"ZeniMax workers union votes to authorize a strike against Microsoft over stalled contract negotiations | After nearly two years of negotiations, a contract agreement still hasn't been reached.",999.0,zenimax workers union votes to authorize a strike against microsoft over stalled contract negotiations  after nearly two years of negotiations a contract agreement still hasnt been reached.,NEGATIVE,0.6530479192733765,software,0.6770579218864441,4
Wed Apr  2 16:52:33 2025,Nikola founder says nearly $2 million in political donations he and his wife gave to President Donald Trump had nothing to do with his pardon,999.0,nikola founder says nearly $2 million in political donations he and his wife gave to president donald trump had nothing to do with his pardon,NEUTRAL,0.7188839316368103,software,0.5521555542945862,1
Wed Apr  2 16:52:38 2025,Japan's Rapidus gears up for test production of next-generation chips,999.0,japans rapidus gears up for test production of nextgeneration chips,NEUTRAL,0.9056629538536072,hardware,0.6512426733970642,1
Wed Apr  2 16:52:43 2025,Nintendo has moved beyond specs | The company is as popular as it has ever been — and it owes it to leaving the technological arms race behind,999.0,nintendo has moved beyond specs  the company is as popular as it has ever been  and it owes it to leaving the technological arms race behind,POSITIVE,0.892217755317688,security,0.2531197369098663,1
Wed Apr  2 16:52:48 2025,Trump Sets Up New Office To Manage CHIPS Act And Speed Up Investments,999.0,trump sets up new office to manage chips act and speed up investments,NEUTRAL,0.8475819230079651,gadgets,0.4456136524677276,1
Wed Apr  2 16:52:53 2025,Police told not to close investigations until they have used facial recognition,999.0,police told not to close investigations until they have used facial recognition,NEUTRAL,0.6199040412902832,security,0.6895129084587097,3
Wed Apr  2 16:52:58 2025,Lightmatter says it's ready to ship chip-to-chip optical highways as early as summer,999.0,lightmatter says its ready to ship chiptochip optical highways as early as summer,NEUTRAL,0.8559088706970215,hardware,0.3170660138130188,3
Wed Apr  2 16:53:03 2025,SpaceX Shares Stunning Polar Views From Its Historic Fram2 Mission,999.0,spacex shares stunning polar views from its historic fram2 mission,POSITIVE,0.9157482385635376,hardware,0.6034005880355835,3
Wed Apr  2 16:53:08 2025,"Andreessen Horowitz is trying to nab a piece of TikTok with Oracle, report says",999.0,andreessen horowitz is trying to nab a piece of tiktok with oracle report says,NEUTRAL,0.8971361517906189,AI,0.328321099281311,1
Wed Apr  2 16:53:13 2025,Arm aims to capture 50% of data center CPU market in 2025,999.0,arm aims to capture 50 of data center cpu market in 2025,NEUTRAL,0.7440811395645142,hardware,0.6568851470947266,1
Wed Apr  2 16:53:18 2025,How crawlers impact the operations of the Wikimedia projects,999.0,how crawlers impact the operations of the wikimedia projects,NEUTRAL,0.8493599891662598,gadgets,0.638512134552002,1
Wed Apr  2 16:53:23 2025,EuroStack – A European Alternative for Digital Sovereignty,999.0,eurostack  a european alternative for digital sovereignty,NEUTRAL,0.8238368034362793,security,0.4097890257835388,3
Wed Apr  2 16:53:28 2025,"Andy Yen: ""The proposed Swiss surveillance law would be stricter than in the US. We will leave Switzerland if it enters into force.""",999.0,andy yen the proposed swiss surveillance law would be stricter than in the us. we will leave switzerland if it enters into force.,NEUTRAL,0.58258455991745,security,0.3815921247005462,0
Wed Apr  2 16:53:33 2025,Who might buy TikTok as ban looms,999.0,who might buy tiktok as ban looms,NEUTRAL,0.857141375541687,gadgets,0.5197553634643555,1
Wed Apr  2 16:53:38 2025,"One of the last of Bletchley Park's quiet heroes, Betty Webb, dies at 101",999.0,one of the last of bletchley parks quiet heroes betty webb dies at 101,NEUTRAL,0.6355302929878235,security,0.5266977548599243,1
Wed Apr  2 16:53:43 2025,Korean Air joins hands with Anduril for autonomous drone development,999.0,korean air joins hands with anduril for autonomous drone development,NEUTRAL,0.6948657035827637,gadgets,0.2687920331954956,3
Wed Apr  2 16:53:48 2025,US officials challenge Ofcom over online safety laws’ impact on free speech,999.0,us officials challenge ofcom over online safety laws impact on free speech,NEUTRAL,0.7076128125190735,security,0.5280979871749878,4
Wed Apr  2 16:53:53 2025,Google’s AI feature on hold in most EU member states due to ‘strict rules’,999.0,googles ai feature on hold in most eu member states due to strict rules,NEUTRAL,0.5717746615409851,gadgets,0.3947681784629822,3
Wed Apr  2 16:53:59 2025,Ghibli effect: ChatGPT usage hits record after rollout of viral feature | Reuters,999.0,ghibli effect chatgpt usage hits record after rollout of viral feature  reuters,NEUTRAL,0.7382718324661255,software,0.4805006682872772,4
Wed Apr  2 16:55:20 2025,Federal judge declares Arkansas social media age-verification law unconstitutional,991.0,federal judge declares arkansas social media ageverification law unconstitutional,NEUTRAL,0.5073912739753723,security,0.453421950340271,0
Wed Apr  2 17:01:22 2025,Aussie Fintech Vroom Exposes PII Records After AWS Misconfiguration,995.0,aussie fintech vroom exposes pii records after aws misconfiguration,NEGATIVE,0.5103493928909302,software,0.3938110470771789,4
Wed Apr  2 17:20:24 2025,"Waste fires are on the rise largely thanks to the lithium-ion batteries in vape pens | Apparently, vaping is a literal dumpster fire",998.0,waste fires are on the rise largely thanks to the lithiumion batteries in vape pens  apparently vaping is a literal dumpster fire,NEGATIVE,0.8999344110488892,gadgets,0.4201165437698364,0
Wed Apr  2 17:56:48 2025,"France fines Apple €150M for “excessive” pop-ups that let users reject tracking | Requiring ""double consent"" for user tracking is too much, French agency says.",999.0,france fines apple 150m for excessive popups that let users reject tracking  requiring double consent for user tracking is too much french agency says.,NEGATIVE,0.7626498341560364,software,0.4122515618801117,3
Wed Apr  2 17:56:53 2025,An AI Image Generator’s Exposed Database Reveals What People Really Used It For | An unsecured database used by a generative AI app revealed prompts and tens of thousands of explicit images—some of which are likely illegal. The company deleted its websites after WIRED reached out,999.0,an ai image generators exposed database reveals what people really used it for  an unsecured database used by a generative ai app revealed prompts and tens of thousands of explicit imagessome of which are likely illegal. the company deleted its websites after wired reached out,NEGATIVE,0.7075493335723877,AI,0.5312203764915466,1
Wed Apr  2 17:56:58 2025,Databricks and Anthropic are teaming up on agentic AI development – here’s what it means for customers,999.0,databricks and anthropic are teaming up on agentic ai development  heres what it means for customers,NEUTRAL,0.5955913662910461,AI,0.7606045603752136,3
Wed Apr  2 17:57:03 2025,"Lithium-ion batteries, particularly in vapes, continue to climb in waste streams | Tiny batteries and ""disposable"" e-cigs remain big risks for waste handlers.",999.0,lithiumion batteries particularly in vapes continue to climb in waste streams  tiny batteries and disposable ecigs remain big risks for waste handlers.,NEGATIVE,0.6967881321907043,gadgets,0.5878715515136719,0
Wed Apr  2 17:57:08 2025,Brain Imaging Plus Virtual Reality Shows Promise for Effectively Managing Cancer Pain,999.0,brain imaging plus virtual reality shows promise for effectively managing cancer pain,POSITIVE,0.7830581068992615,gadgets,0.8404520153999329,3
Wed Apr  2 17:57:13 2025,First therapy chatbot trial yields mental health benefits,999.0,first therapy chatbot trial yields mental health benefits,POSITIVE,0.7384850978851318,software,0.5938290953636169,2
Wed Apr  2 17:57:18 2025,New Zealand banned phones in schools 12 months ago. Here’s what happened,999.0,new zealand banned phones in schools 12 months ago. heres what happened,NEUTRAL,0.5065977573394775,gadgets,0.503160834312439,0
Wed Apr  2 17:57:23 2025,AMD Completes $4.9bn Acquisition Of Hyperscale Server Maker ZT Systems,999.0,amd completes $4.9bn acquisition of hyperscale server maker zt systems,NEUTRAL,0.8644816279411316,hardware,0.6615248918533325,1
Wed Apr  2 17:57:28 2025,Tesla Lost More Than A Third of Its Value in First Quarter,999.0,tesla lost more than a third of its value in first quarter,NEGATIVE,0.8432203531265259,security,0.3694912791252136,0
Wed Apr  2 17:57:33 2025,United To Launch First Flight With Free Starlink Wi-Fi in May,999.0,united to launch first flight with free starlink wifi in may,NEUTRAL,0.61601722240448,gadgets,0.2676191031932831,0
Wed Apr  2 17:57:38 2025,White House says it's 'case closed' on the Signal group chat review,999.0,white house says its case closed on the signal group chat review,NEUTRAL,0.8168855905532837,security,0.4706212282180786,3
Wed Apr  2 17:57:43 2025,Top U.S. Scientists Speak Out against ‘Climate of Fear’ Wrecking U.S. Research,999.0,top u.s. scientists speak out against climate of fear wrecking u.s. research,NEUTRAL,0.5216161012649536,security,0.412917822599411,1
Wed Apr  2 17:57:48 2025,Article: ChatGPT’s new image generator is really good at faking receipts,999.0,article chatgpts new image generator is really good at faking receipts,NEGATIVE,0.4194789826869964,software,0.7977852821350098,1
Wed Apr  2 17:57:53 2025,ChatGPT gained one million new users in an hour today,999.0,chatgpt gained one million new users in an hour today,POSITIVE,0.8492088317871094,software,0.5561588406562805,0
